Acadian_Flycatcher_0003_29094.jpg,037.Acadian_Flycatcher,6,12,15,12,3,15,6,15,10,12,12,10,2,7,15,12,12,1,1,13,4,4,0,12,11,14,7,2
Acadian_Flycatcher_0004_795623.jpg,037.Acadian_Flycatcher,6,14,14,14,0,14,2,1,10,14,14,10,2,1,1,14,14,5,1,13,0,0,0,14,11,11,1,3
Acadian_Flycatcher_0005_29157.jpg,037.Acadian_Flycatcher,6,15,15,15,4,15,6,15,11,15,15,14,2,15,15,15,15,5,1,13,4,4,4,7,15,11,15,4
Acadian_Flycatcher_0007_795600.jpg,037.Acadian_Flycatcher,6,14,12,12,0,14,2,15,6,12,5,10,2,14,15,14,12,5,4,13,0,0,0,14,11,14,14,2
Acadian_Flycatcher_0009_29155.jpg,037.Acadian_Flycatcher,6,14,14,12,3,5,1,5,7,12,12,10,2,14,11,14,6,0,1,13,0,2,0,11,11,11,14,2
Acadian_Flycatcher_0010_29199.jpg,037.Acadian_Flycatcher,7,12,7,7,0,7,4,11,7,7,7,10,2,7,11,7,12,3,4,13,0,3,0,11,15,7,7,3
Acadian_Flycatcher_0012_795612.jpg,037.Acadian_Flycatcher,6,14,14,14,2,15,2,15,6,14,14,10,2,14,5,14,14,0,4,13,4,4,2,14,11,11,14,2
Acadian_Flycatcher_0013_29232.jpg,037.Acadian_Flycatcher,7,14,14,12,0,14,4,14,8,14,5,13,2,5,15,5,12,2,1,13,0,4,0,14,15,14,14,2
Acadian_Flycatcher_0014_795607.jpg,037.Acadian_Flycatcher,6,14,14,12,0,15,2,14,6,12,12,10,2,14,14,14,12,0,4,6,4,3,0,14,5,14,14,4
Acadian_Flycatcher_0015_795578.jpg,037.Acadian_Flycatcher,6,14,14,14,0,14,4,14,6,14,14,10,2,5,14,5,14,2,4,6,3,2,0,14,15,14,5,2
Acadian_Flycatcher_0017_795598.jpg,037.Acadian_Flycatcher,6,11,11,12,0,5,4,5,7,12,5,10,2,11,5,5,12,1,4,6,0,0,0,12,5,5,11,2
Acadian_Flycatcher_0019_795592.jpg,037.Acadian_Flycatcher,6,12,11,12,3,12,6,11,6,12,12,10,2,5,7,7,12,3,4,8,3,3,3,12,5,11,5,2
Acadian_Flycatcher_0020_29069.jpg,037.Acadian_Flycatcher,6,11,11,12,0,5,4,11,8,12,12,10,0,5,11,5,12,1,1,5,2,2,0,11,5,5,5,2
Acadian_Flycatcher_0021_795594.jpg,037.Acadian_Flycatcher,7,12,1,14,0,1,3,1,6,15,14,10,2,1,1,1,14,0,1,13,0,0,0,14,14,14,1,3
Acadian_Flycatcher_0022_29145.jpg,037.Acadian_Flycatcher,6,11,11,12,4,7,5,7,7,15,7,6,0,7,11,7,12,0,4,13,0,3,0,7,15,7,7,2
Acadian_Flycatcher_0028_795611.jpg,037.Acadian_Flycatcher,6,5,14,12,4,5,2,5,6,14,14,10,2,5,5,5,12,0,4,13,0,3,0,5,15,14,5,3
Acadian_Flycatcher_0030_795591.jpg,037.Acadian_Flycatcher,6,14,15,5,4,15,6,15,7,15,15,10,2,15,15,15,15,5,1,13,4,4,4,7,15,11,15,4
Acadian_Flycatcher_0031_795582.jpg,037.Acadian_Flycatcher,6,12,12,12,0,12,2,12,7,12,12,10,2,5,12,12,12,1,1,13,0,3,0,12,11,14,5,3
Acadian_Flycatcher_0032_795622.jpg,037.Acadian_Flycatcher,6,12,12,12,3,15,6,15,6,12,5,10,2,7,11,7,12,5,4,13,2,4,0,12,11,5,7,2
Acadian_Flycatcher_0033_29195.jpg,037.Acadian_Flycatcher,6,9,7,10,3,13,1,4,8,13,2,12,2,3,13,1,14,2,4,0,1,3,3,7,14,3,9,3
Acadian_Flycatcher_0034_795583.jpg,037.Acadian_Flycatcher,6,15,15,15,4,15,6,15,11,15,15,14,2,15,15,15,15,5,1,13,4,4,4,7,15,14,15,4
Acadian_Flycatcher_0035_795618.jpg,037.Acadian_Flycatcher,6,14,14,14,0,14,6,14,6,14,5,10,2,14,15,14,14,5,1,13,0,4,0,14,15,5,14,3
Acadian_Flycatcher_0036_795577.jpg,037.Acadian_Flycatcher,6,14,12,12,0,14,1,14,1,12,12,10,2,14,14,14,12,1,1,13,0,0,0,14,1,1,14,2
Acadian_Flycatcher_0038_795616.jpg,037.Acadian_Flycatcher,6,12,12,12,0,5,4,15,7,12,12,10,2,5,12,12,12,5,1,13,2,0,0,12,5,10,5,2
Acadian_Flycatcher_0039_795606.jpg,037.Acadian_Flycatcher,6,12,5,12,0,5,2,5,7,12,12,10,2,5,5,5,12,5,4,13,3,0,0,12,5,5,5,3
